test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
47.0,281.15,568.8,3.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,52.0,5.0,2.0,0.0,325.0,153.0,160.0,12.0
48.0,280.45,417.8,3.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,52.0,1.0,0.0,0.0,318.0,150.0,143.0,11.0
49.0,193.35,787.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,65.0,3.0,3.0,0.0,357.0,138.0,163.0,14.0
50.0,234.7,743.5500000000001,6.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,57.0,5.0,2.0,0.0,327.0,123.0,166.0,11.0
51.0,49.7,798.3499999999999,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,57.0,1.0,2.0,0.0,353.0,144.0,164.0,3.0
52.0,295.35,499.15000000000003,2.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,60.0,3.0,2.0,0.0,360.0,129.0,177.0,12.0
53.0,837.65,568.6,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,49.0,0.0,4.0,0.0,299.0,129.0,166.0,1.0
54.0,134.9,54.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,4.0,5.0,0.0,357.0,154.0,163.0,15.0
55.0,342.8,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,3.0,0.0,366.0,126.0,159.0,11.0
56.0,83.2,41.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,2.0,3.0,0.0,300.0,134.0,156.0,14.0
57.0,26.15,66.2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,4.0,6.0,0.0,308.0,140.0,160.0,18.0
58.0,120.9,216.75,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,49.0,5.0,2.0,0.0,349.0,159.0,148.0,8.0
59.0,20.25,295.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,57.0,5.0,4.0,0.0,302.0,136.0,165.0,4.0
60.0,880.25,200.3,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,42.0,2.0,2.0,0.0,366.0,153.0,170.0,17.0
61.0,967.55,1027.95,7.0,0.0,2.0,1.0,5.0,3.0,1.0,1.0,77.0,12.0,4.0,0.0,590.0,276.0,659.0,7.0
62.0,396.5,664.3,4.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,65.0,20.0,3.0,0.0,642.0,290.0,156.0,6.0
63.0,2490.0000000000005,457.5,5.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,68.0,15.0,3.0,0.0,678.0,268.0,187.0,10.0
64.0,123.5,562.4499999999999,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,67.0,9.0,1.0,0.0,511.0,190.0,173.0,12.0
65.0,203.05,208.20000000000002,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,54.0,4.0,1.0,0.0,346.0,119.0,161.0,13.0
66.0,105.95,157.25,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,50.0,2.0,1.0,0.0,330.0,127.0,149.0,8.0
67.0,105.35000000000001,123.95,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,5.0,4.0,0.0,285.0,133.0,170.0,7.0
68.0,214.89999999999998,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,3.0,0.0,342.0,154.0,185.0,13.0
69.0,2219.55,147.65,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,52.0,7.0,2.0,0.0,373.0,153.0,156.0,11.0
70.0,148.2,495.20000000000005,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,58.0,4.0,4.0,0.0,333.0,137.0,159.0,14.0
71.0,339.25,48.849999999999994,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,51.0,5.0,3.0,0.0,362.0,161.0,166.0,8.0
72.0,82.2,632.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,47.0,4.0,2.0,0.0,319.0,141.0,147.0,15.0
73.0,699.4499999999999,185.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,58.0,1.0,1.0,0.0,317.0,153.0,146.0,12.0
74.0,781.0500000000001,75.75,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,53.0,2.0,6.0,0.0,329.0,132.0,158.0,8.0
75.0,49.849999999999994,53.15,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,3.0,3.0,0.0,341.0,148.0,175.0,5.0
76.0,189.55,167.04999999999998,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,32.0,3.0,4.0,0.0,333.0,123.0,157.0,17.0
77.0,71.8,213.6,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,58.0,3.0,4.0,0.0,312.0,151.0,124.0,7.0
78.0,180.6,579.6,4.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,52.0,2.0,1.0,0.0,326.0,111.0,144.0,7.0
79.0,1761.1999999999998,783.35,0.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,50.0,3.0,4.0,0.0,327.0,123.0,142.0,6.0
80.0,442.45000000000005,82.75,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,48.0,4.0,5.0,0.0,294.0,126.0,145.0,8.0
81.0,241.55,122.30000000000001,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0,5.0,2.0,0.0,333.0,153.0,162.0,8.0
82.0,144.55,194.8,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,50.0,6.0,2.0,0.0,298.0,125.0,165.0,9.0
83.0,36.8,338.85,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,53.0,4.0,5.0,0.0,351.0,139.0,169.0,8.0
84.0,86.94999999999999,137.15,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,44.0,1.0,4.0,0.0,313.0,155.0,168.0,11.0
85.0,390.7,240.65,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,2.0,2.0,0.0,312.0,136.0,144.0,11.0
86.0,330.45,108.69999999999999,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,46.0,1.0,3.0,0.0,323.0,131.0,136.0,12.0
87.0,0.0,312.05,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,62.0,4.0,8.0,0.0,362.0,128.0,163.0,18.0
88.0,1136.3,332.2,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,43.0,6.0,2.0,0.0,332.0,154.0,143.0,13.0
89.0,4.85,232.5,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,44.0,4.0,4.0,0.0,323.0,132.0,153.0,12.0
90.0,242.4,444.1,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,50.0,3.0,3.0,0.0,301.0,131.0,150.0,10.0
91.0,464.95,839.9,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,60.0,5.0,3.0,0.0,351.0,138.0,173.0,7.0
92.0,1038.15,1251.0,7.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,75.0,13.0,3.0,0.0,665.0,332.0,647.0,9.0
93.0,345.9,647.4,4.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,72.0,9.0,4.0,0.0,652.0,307.0,186.0,13.0
94.0,154.95,176.85000000000002,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,67.0,15.0,7.0,0.0,609.0,277.0,160.0,8.0
95.0,42.45,345.15000000000003,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,66.0,7.0,5.0,0.0,505.0,173.0,148.0,9.0
96.0,511.75,53.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,45.0,3.0,4.0,0.0,306.0,122.0,156.0,14.0
97.0,199.2,675.1999999999999,4.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,49.0,2.0,2.0,0.0,308.0,134.0,174.0,9.0
98.0,206.05,141.5,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,57.0,5.0,5.0,0.0,316.0,117.0,179.0,6.0
99.0,91.75,200.15000000000003,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,54.0,3.0,4.0,0.0,353.0,136.0,156.0,13.0
100.0,204.25,494.85,5.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,45.0,3.0,3.0,0.0,333.0,140.0,185.0,8.0
101.0,1023.15,163.95000000000002,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,1.0,4.0,0.0,316.0,129.0,145.0,4.0
102.0,967.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,5.0,1.0,0.0,306.0,109.0,166.0,11.0
103.0,840.65,226.55,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,4.0,2.0,0.0,329.0,156.0,164.0,14.0
104.0,735.1,461.35,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,48.0,0.0,3.0,0.0,326.0,140.0,169.0,13.0
105.0,689.45,60.95,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,2.0,0.0,305.0,119.0,152.0,13.0
106.0,392.4,166.15,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,70.0,4.0,2.0,0.0,316.0,125.0,152.0,5.0
107.0,1242.45,425.95000000000005,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,55.0,2.0,2.0,0.0,328.0,129.0,168.0,12.0
108.0,446.65000000000003,195.95,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,58.0,6.0,1.0,0.0,339.0,126.0,139.0,12.0
109.0,583.4499999999999,570.95,2.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,53.0,2.0,6.0,0.0,331.0,137.0,156.0,11.0
110.0,193.3,87.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,4.0,1.0,0.0,304.0,135.0,148.0,15.0
111.0,92.55,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,2.0,0.0,315.0,140.0,182.0,14.0
112.0,54.4,314.1,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,38.0,4.0,2.0,0.0,369.0,126.0,165.0,18.0
113.0,139.4,379.85,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,56.0,3.0,5.0,0.0,333.0,140.0,156.0,16.0
114.0,278.85,779.0,1.0,1.0,0.0,1.0,7.0,1.0,2.0,0.0,42.0,2.0,8.0,0.0,343.0,140.0,147.0,12.0
115.0,401.6,141.05,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,328.0,116.0,143.0,13.0
116.0,369.00000000000006,38.4,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,47.0,1.0,4.0,0.0,336.0,125.0,141.0,6.0
117.0,127.0,523.6,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,59.0,1.0,4.0,0.0,322.0,134.0,168.0,12.0
118.0,39.25,835.35,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,49.0,4.0,3.0,0.0,320.0,141.0,158.0,11.0
119.0,215.45000000000002,200.4,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,55.0,4.0,4.0,0.0,368.0,151.0,157.0,9.0
120.0,440.6,491.7,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,42.0,2.0,4.0,0.0,329.0,122.0,149.0,12.0
121.0,37.3,318.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,3.0,3.0,0.0,317.0,133.0,151.0,14.0
122.0,96.94999999999999,146.65,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,56.0,2.0,4.0,0.0,318.0,142.0,161.0,7.0
123.0,1360.5500000000002,496.44999999999993,11.0,0.0,2.0,1.0,8.0,2.0,0.0,0.0,84.0,9.0,6.0,0.0,651.0,325.0,664.0,21.0
124.0,1183.45,515.4499999999999,2.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,67.0,20.0,1.0,0.0,657.0,296.0,175.0,8.0
125.0,1021.4499999999999,888.3,4.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,66.0,11.0,4.0,0.0,712.0,283.0,168.0,15.0
126.0,105.19999999999999,110.25,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,67.0,5.0,1.0,0.0,569.0,191.0,181.0,10.0
127.0,135.9,362.65,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,55.0,2.0,4.0,0.0,333.0,128.0,182.0,15.0
128.0,175.4,282.04999999999995,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,58.0,2.0,4.0,0.0,326.0,138.0,164.0,7.0
129.0,106.9,325.65,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,72.0,7.0,6.0,0.0,365.0,177.0,169.0,8.0
130.0,352.2,260.65000000000003,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,47.0,2.0,5.0,0.0,377.0,147.0,180.0,10.0
131.0,747.4000000000001,316.3,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,48.0,3.0,2.0,0.0,355.0,154.0,164.0,13.0
132.0,244.89999999999998,569.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,65.0,4.0,2.0,0.0,362.0,139.0,199.0,15.0
133.0,132.89999999999998,474.95,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,56.0,2.0,5.0,0.0,334.0,142.0,176.0,6.0
134.0,879.5999999999999,371.95000000000005,6.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,42.0,3.0,3.0,0.0,353.0,153.0,173.0,18.0
135.0,298.95,296.4,6.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,51.0,4.0,6.0,0.0,355.0,131.0,167.0,9.0
136.0,500.34999999999997,170.55,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,45.0,4.0,4.0,0.0,344.0,161.0,208.0,11.0
137.0,784.1000000000001,297.95000000000005,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,53.0,5.0,1.0,0.0,320.0,142.0,169.0,15.0
138.0,572.95,367.15000000000003,2.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,58.0,2.0,5.0,0.0,331.0,141.0,166.0,7.0
139.0,63.15,598.05,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,52.0,4.0,1.0,0.0,382.0,144.0,157.0,12.0
140.0,106.75,139.5,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,58.0,4.0,5.0,0.0,367.0,144.0,169.0,12.0
141.0,237.05,274.9,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,46.0,6.0,4.0,0.0,330.0,143.0,162.0,6.0
142.0,0.0,261.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,3.0,2.0,0.0,363.0,136.0,178.0,16.0
143.0,315.7,503.15,7.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,58.0,6.0,2.0,0.0,348.0,153.0,199.0,10.0
144.0,47.25,643.1500000000001,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,50.0,1.0,4.0,0.0,339.0,152.0,165.0,11.0
145.0,120.30000000000001,407.15,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,64.0,2.0,5.0,0.0,277.0,131.0,170.0,14.0
146.0,170.35000000000002,195.4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,3.0,2.0,0.0,361.0,145.0,170.0,12.0
147.0,432.75,207.95,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,47.0,3.0,6.0,0.0,316.0,146.0,179.0,16.0
148.0,207.2,458.4,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,54.0,2.0,2.0,0.0,328.0,148.0,187.0,13.0
149.0,316.25,457.05000000000007,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,59.0,1.0,3.0,0.0,343.0,146.0,163.0,16.0
150.0,631.05,362.9,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,47.0,2.0,2.0,0.0,299.0,124.0,145.0,8.0
151.0,1027.35,356.7,6.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,52.0,3.0,7.0,0.0,336.0,148.0,170.0,13.0
152.0,853.3,1075.8999999999999,1.0,3.0,1.0,0.0,4.0,3.0,2.0,1.0,71.0,8.0,2.0,0.0,631.0,292.0,662.0,10.0
153.0,1928.2,635.45,7.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,66.0,10.0,7.0,0.0,608.0,278.0,163.0,12.0
154.0,569.1999999999999,943.45,3.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,79.0,8.0,1.0,0.0,662.0,274.0,177.0,15.0
155.0,607.85,626.05,2.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,65.0,7.0,6.0,0.0,519.0,202.0,168.0,14.0
156.0,307.05,43.349999999999994,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,49.0,3.0,5.0,0.0,335.0,120.0,171.0,13.0
157.0,1120.55,809.0999999999999,3.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,35.0,3.0,4.0,0.0,336.0,139.0,157.0,15.0
158.0,331.0,453.4,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,46.0,6.0,7.0,0.0,344.0,125.0,152.0,9.0
159.0,124.3,423.05,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,51.0,4.0,3.0,0.0,325.0,133.0,163.0,6.0
160.0,3288.15,432.24999999999994,1.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,46.0,1.0,4.0,0.0,314.0,146.0,160.0,6.0
161.0,676.3499999999999,65.65,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,47.0,2.0,2.0,0.0,349.0,131.0,154.0,5.0
162.0,219.45000000000002,616.9,4.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,53.0,3.0,2.0,0.0,331.0,129.0,148.0,6.0
163.0,152.0,190.64999999999998,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,44.0,4.0,3.0,0.0,327.0,127.0,146.0,7.0
164.0,216.3,456.55,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,53.0,0.0,1.0,0.0,358.0,140.0,166.0,10.0
165.0,71.3,599.3499999999999,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,43.0,7.0,8.0,0.0,319.0,141.0,157.0,9.0
166.0,1689.5,184.75,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,43.0,3.0,5.0,0.0,340.0,124.0,138.0,9.0
167.0,101.85,205.15,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,57.0,6.0,2.0,0.0,337.0,154.0,143.0,10.0
168.0,697.75,285.34999999999997,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,60.0,5.0,5.0,0.0,337.0,126.0,165.0,14.0
169.0,430.9,195.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,53.0,4.0,4.0,0.0,309.0,136.0,191.0,12.0
170.0,1046.05,393.3,4.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,54.0,2.0,2.0,0.0,317.0,142.0,173.0,8.0
171.0,242.40000000000003,977.2,6.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,47.0,4.0,3.0,0.0,296.0,143.0,150.0,5.0
172.0,661.05,68.39999999999999,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,57.0,3.0,2.0,0.0,331.0,134.0,192.0,10.0
173.0,194.24999999999997,40.7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,4.0,3.0,0.0,346.0,157.0,171.0,11.0
174.0,317.85,254.65,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,38.0,3.0,1.0,0.0,307.0,138.0,152.0,7.0
